"post_id","date","platform","content_type","caption","hashtags","reach","impressions","likes","comments","shares","followers_start","new_followers","lost_followers","sentiment","posted_hour"
"post_00615","2025-08-25","LinkedIn","Video","Synthetic social media update","#community #news","21858","42617","2158","323","239","12844","74","25","positive","14"
"post_00616","2025-07-11","Facebook","Image","Synthetic social media update","#news #technology","17852","45659","1209","216","176","12304","43","14","positive","21"
"post_00617","2025-01-04","X/Twitter","Carousel","Synthetic social media update","#learning #growth","2229","5676","113","6","15","10048","4","1","negative","8"
"post_00618","2026-02-19","Facebook","Video","Synthetic social media update","#analytics #growth","1424","2915","108","8","9","10600","3","1","neutral","7"
"post_00619","2025-10-14","LinkedIn","Carousel","Synthetic social media update","#analytics #community","12210","21694","794","116","122","13444","27","9","positive","7"
"post_00620","2026-01-17","LinkedIn","Text","Synthetic social media update","#marketing #technology","28854","74633","2568","304","236","10204","86","29","neutral","11"
"post_00621","2025-12-27","LinkedIn","Text","Synthetic social media update","#growth #marketing","21292","28598","2044","124","230","14332","65","22","positive","0"
"post_00622","2025-05-04","Facebook","Video","Synthetic social media update","#growth #learning","9220","15925","401","43","24","11488","13","4","negative","14"
"post_00623","2025-09-28","Instagram","Carousel","Synthetic social media update","#growth #community","15637","30307","500","91","70","13252","18","6","negative","6"
"post_00624","2025-02-06","X/Twitter","Reel","Synthetic social media update","#learning #growth","15793","29662","1425","98","75","10444","46","15","positive","13"
"post_00625","2025-05-21","Instagram","Short","Synthetic social media update","#learning #business","1607","2265","99","14","3","11692","3","1","neutral","18"
"post_00626","2025-05-28","YouTube","Image","Synthetic social media update","#news #technology","26097","56441","2187","256","347","11776","73","24","neutral","16"
"post_00627","2026-03-01","YouTube","Image","Synthetic social media update","#growth #business","27991","39747","2067","85","99","10720","65","22","negative","12"
"post_00628","2026-03-27","YouTube","Short","Synthetic social media update","#learning #news","9575","20178","720","61","115","11032","23","8","negative","2"
"post_00629","2025-07-12","LinkedIn","Text","Synthetic social media update","#marketing #learning","28666","45628","2750","384","100","12316","94","31","negative","20"
"post_00630","2025-05-03","Instagram","Reel","Synthetic social media update","#learning #news","19264","35786","609","114","20","11476","22","7","negative","11"
"post_00631","2025-06-27","Facebook","Live","Synthetic social media update","#analytics #business","24255","32173","893","108","60","12136","30","10","neutral","7"
"post_00632","2025-06-30","Facebook","Carousel","Synthetic social media update","#news #marketing","8319","20126","299","41","23","12172","10","3","neutral","2"
"post_00633","2026-02-25","LinkedIn","Live","Synthetic social media update","#growth #business","8568","12501","806","129","122","10672","28","9","positive","6"
"post_00634","2025-10-21","YouTube","Reel","Synthetic social media update","#business #learning","21847","54776","2329","458","92","13528","84","28","positive","20"
"post_00635","2025-05-24","YouTube","Live","Synthetic social media update","#technology #news","13786","27300","1276","224","189","11728","45","15","negative","13"
"post_00636","2025-07-12","Facebook","Video","Synthetic social media update","#marketing #business","16905","28748","1088","149","112","12316","37","12","neutral","0"
"post_00637","2025-06-02","Facebook","Image","Synthetic social media update","#community #business","20002","48106","826","160","43","11836","30","10","negative","7"
"post_00638","2025-02-12","Facebook","Reel","Synthetic social media update","#analytics #technology","23964","58228","1843","74","266","10516","58","19","positive","11"
"post_00639","2026-03-11","LinkedIn","Carousel","Synthetic social media update","#technology #growth","25721","53432","973","56","50","10840","31","10","neutral","6"
"post_00640","2025-06-09","Facebook","Short","Synthetic social media update","#community #business","16476","27252","1474","115","72","11920","48","16","negative","7"
"post_00641","2026-01-08","X/Twitter","Image","Synthetic social media update","#learning #marketing","14391","28776","1466","84","72","10096","46","16","positive","23"
"post_00642","2025-07-14","X/Twitter","Text","Synthetic social media update","#news #learning","2341","5963","163","11","15","12340","5","2","negative","13"
"post_00643","2025-01-16","LinkedIn","Reel","Synthetic social media update","#learning #marketing","28353","52613","2376","403","228","10192","83","28","neutral","1"
"post_00644","2025-06-08","LinkedIn","Reel","Synthetic social media update","#community #analytics","20157","28913","1049","175","48","11908","37","12","neutral","22"
"post_00645","2026-03-27","LinkedIn","Text","Synthetic social media update","#business #growth","25970","63398","2076","329","288","11032","72","24","neutral","0"
"post_00646","2025-09-09","X/Twitter","Video","Synthetic social media update","#marketing #business","8718","14360","273","17","25","13024","9","3","negative","18"
"post_00647","2025-02-10","X/Twitter","Text","Synthetic social media update","#business #news","18800","28294","1420","96","61","10492","45","15","neutral","18"
"post_00648","2025-11-16","Instagram","Carousel","Synthetic social media update","#growth #analytics","17431","38257","625","46","90","13840","20","7","positive","7"
"post_00649","2026-02-28","LinkedIn","Text","Synthetic social media update","#learning #growth","15362","25152","1176","175","156","10708","41","14","neutral","15"
"post_00650","2025-03-04","YouTube","Short","Synthetic social media update","#community #analytics","26054","33115","1594","136","62","10756","52","17","neutral","6"
"post_00651","2025-07-25","X/Twitter","Text","Synthetic social media update","#marketing #community","10811","16008","740","84","39","12472","25","8","positive","4"
"post_00652","2026-01-02","YouTube","Short","Synthetic social media update","#learning #community","25879","32055","1020","201","64","10024","37","12","positive","0"
"post_00653","2026-02-10","YouTube","Short","Synthetic social media update","#analytics #growth","19371","27168","1177","99","177","10492","38","13","neutral","4"
"post_00654","2025-12-26","Instagram","Short","Synthetic social media update","#learning #news","26167","34715","1395","135","133","14320","46","15","neutral","0"
"post_00655","2025-02-23","Facebook","Text","Synthetic social media update","#technology #news","25317","48823","2531","324","339","10648","86","29","positive","17"
"post_00656","2025-07-06","Instagram","Image","Synthetic social media update","#news #analytics","12602","23634","445","78","16","12244","16","5","positive","22"
"post_00657","2025-04-04","Facebook","Image","Synthetic social media update","#business #news","12658","17537","1050","115","79","11128","35","12","positive","13"
"post_00658","2025-12-14","Facebook","Video","Synthetic social media update","#analytics #learning","27506","61327","1674","281","196","14176","59","20","positive","18"
"post_00659","2026-01-15","Facebook","Carousel","Synthetic social media update","#technology #marketing","23263","28531","2109","119","284","10180","67","22","neutral","19"
"post_00660","2025-07-20","YouTube","Image","Synthetic social media update","#analytics #growth","24458","53913","1869","218","193","12412","63","21","positive","4"
"post_00661","2025-07-19","YouTube","Text","Synthetic social media update","#news #analytics","29471","39674","3083","554","103","12400","109","36","negative","0"
"post_00662","2025-05-02","Instagram","Carousel","Synthetic social media update","#growth #marketing","4486","6991","397","24","44","11464","13","4","negative","15"
"post_00663","2025-09-11","X/Twitter","Carousel","Synthetic social media update","#growth #community","4628","6873","308","35","10","13048","10","3","positive","8"
"post_00664","2026-02-17","YouTube","Live","Synthetic social media update","#business #community","10323","18408","830","141","74","10576","29","10","neutral","20"
"post_00665","2026-02-07","Instagram","Text","Synthetic social media update","#news #community","16498","20176","839","168","58","10456","30","10","positive","1"
"post_00666","2025-07-23","LinkedIn","Carousel","Synthetic social media update","#growth #news","18939","44705","1791","323","132","12448","63","21","positive","12"
"post_00667","2025-08-06","LinkedIn","Short","Synthetic social media update","#analytics #business","4119","7261","134","10","17","12616","4","1","negative","11"
"post_00668","2026-02-23","X/Twitter","Video","Synthetic social media update","#marketing #community","23018","53276","1578","297","114","10648","56","19","neutral","20"
"post_00669","2025-07-28","Instagram","Image","Synthetic social media update","#analytics #growth","26689","67152","923","174","133","12508","33","11","positive","12"
"post_00670","2025-12-10","Facebook","Text","Synthetic social media update","#technology #growth","11361","27897","371","30","56","14128","12","4","negative","12"
"post_00671","2025-01-15","YouTube","Live","Synthetic social media update","#learning #technology","5605","9193","512","73","74","10180","18","6","neutral","3"
"post_00672","2026-02-04","Facebook","Reel","Synthetic social media update","#business #growth","2954","7205","165","29","20","10420","6","2","negative","1"
"post_00673","2025-02-17","YouTube","Short","Synthetic social media update","#learning #news","22361","28821","1467","73","105","10576","46","15","negative","17"
"post_00674","2025-04-15","LinkedIn","Carousel","Synthetic social media update","#business #community","25114","64104","1176","96","109","11260","38","13","positive","2"
"post_00675","2025-07-11","Instagram","Reel","Synthetic social media update","#community #analytics","19427","45719","896","170","103","12304","32","11","negative","0"
"post_00676","2025-03-27","Facebook","Image","Synthetic social media update","#marketing #learning","12525","28871","1061","117","33","11032","35","12","negative","17"
"post_00677","2025-11-18","YouTube","Short","Synthetic social media update","#learning #business","27303","37848","2747","165","170","13864","87","29","neutral","20"
"post_00678","2025-01-28","YouTube","Short","Synthetic social media update","#growth #analytics","19257","29905","675","112","21","10336","24","8","negative","12"
"post_00679","2025-08-20","Facebook","Reel","Synthetic social media update","#analytics #growth","16605","40770","1396","268","147","12784","50","17","positive","3"
"post_00680","2025-12-19","YouTube","Text","Synthetic social media update","#community #business","12990","31891","499","37","78","14236","16","5","positive","18"
"post_00681","2025-02-04","X/Twitter","Reel","Synthetic social media update","#news #business","29274","44029","2805","481","187","10420","99","33","negative","8"
"post_00682","2026-02-14","Facebook","Short","Synthetic social media update","#analytics #growth","6921","8792","376","64","50","10540","13","4","positive","5"
"post_00683","2026-03-01","Facebook","Carousel","Synthetic social media update","#learning #growth","3409","5769","323","48","30","10720","11","4","negative","12"
"post_00684","2026-01-20","LinkedIn","Image","Synthetic social media update","#marketing #community","14301","18213","1366","246","135","10240","48","16","neutral","17"
"post_00685","2026-01-25","X/Twitter","Carousel","Synthetic social media update","#technology #learning","8192","10384","472","56","41","10300","16","5","neutral","2"
"post_00686","2025-05-11","Facebook","Live","Synthetic social media update","#learning #analytics","24787","60415","1797","170","180","11572","59","20","neutral","3"
"post_00687","2025-03-09","YouTube","Live","Synthetic social media update","#news #marketing","15171","35106","566","51","36","10816","19","6","negative","9"
"post_00688","2025-07-14","YouTube","Short","Synthetic social media update","#analytics #growth","11901","26567","608","42","80","12340","20","6","neutral","17"
"post_00689","2025-05-23","YouTube","Reel","Synthetic social media update","#business #growth","7906","17003","505","91","44","11716","18","6","positive","22"
"post_00690","2025-08-05","YouTube","Text","Synthetic social media update","#analytics #community","17453","22751","1242","197","146","12604","43","14","negative","3"
"post_00691","2025-01-13","YouTube","Text","Synthetic social media update","#technology #learning","20776","33351","2284","340","244","10156","79","26","neutral","13"
"post_00692","2025-06-08","Facebook","Short","Synthetic social media update","#technology #analytics","25688","47162","2641","490","315","11908","94","31","positive","1"
"post_00693","2025-04-06","LinkedIn","Text","Synthetic social media update","#business #learning","27343","62186","1015","145","143","11152","35","12","negative","20"
"post_00694","2025-08-27","Facebook","Text","Synthetic social media update","#marketing #business","21643","42960","782","106","102","12868","27","9","neutral","5"
"post_00695","2025-12-05","YouTube","Video","Synthetic social media update","#technology #learning","17775","22216","1842","232","175","14068","62","21","positive","15"
"post_00696","2025-10-03","Instagram","Video","Synthetic social media update","#business #learning","28461","64220","1204","175","157","13312","41","14","positive","14"
"post_00697","2025-06-12","LinkedIn","Short","Synthetic social media update","#growth #business","1903","3439","185","32","11","11956","7","2","neutral","18"
"post_00698","2025-05-23","Instagram","Image","Synthetic social media update","#community #growth","10361","16636","1073","166","96","11716","37","12","positive","23"
"post_00699","2025-09-09","Instagram","Short","Synthetic social media update","#analytics #marketing","8395","17525","570","50","69","13024","19","6","positive","13"
"post_00700","2025-07-09","LinkedIn","Image","Synthetic social media update","#growth #learning","26558","35276","2751","315","343","12280","92","31","negative","17"
"post_00701","2025-02-04","YouTube","Image","Synthetic social media update","#community #analytics","11005","23764","741","139","22","10420","26","9","positive","0"
"post_00702","2025-07-19","YouTube","Reel","Synthetic social media update","#learning #news","2176","3139","103","4","13","12400","3","1","negative","13"
"post_00703","2025-09-04","Instagram","Text","Synthetic social media update","#business #analytics","11381","18973","785","47","40","12964","25","8","negative","9"
"post_00704","2025-07-25","LinkedIn","Carousel","Synthetic social media update","#growth #learning","27431","62294","1343","69","138","12472","42","14","neutral","18"
"post_00705","2025-09-07","YouTube","Image","Synthetic social media update","#learning #marketing","4488","11210","211","20","13","13000","7","2","neutral","15"
"post_00706","2026-02-22","X/Twitter","Reel","Synthetic social media update","#news #analytics","6756","16646","708","111","39","10636","25","8","neutral","20"
"post_00707","2025-06-05","X/Twitter","Text","Synthetic social media update","#analytics #technology","17694","42423","1166","203","177","11872","41","14","positive","19"
"post_00708","2025-03-08","Facebook","Live","Synthetic social media update","#learning #technology","1289","2910","64","4","10","10804","2","1","neutral","3"
"post_00709","2025-03-07","LinkedIn","Video","Synthetic social media update","#business #analytics","15110","25543","1299","142","179","10792","43","14","negative","23"
"post_00710","2025-08-20","LinkedIn","Text","Synthetic social media update","#technology #news","13934","17311","1289","181","162","12784","44","15","negative","16"
"post_00711","2025-06-19","Facebook","Carousel","Synthetic social media update","#business #learning","15991","30914","1085","183","56","12040","38","13","positive","22"
"post_00712","2026-01-06","X/Twitter","Reel","Synthetic social media update","#analytics #business","21678","50157","1457","183","233","10072","49","16","negative","21"
"post_00713","2025-01-07","Instagram","Text","Synthetic social media update","#news #analytics","9557","24033","490","81","17","10084","17","6","negative","5"
"post_00714","2025-10-11","YouTube","Live","Synthetic social media update","#analytics #growth","23399","33110","2080","245","92","13408","70","23","positive","0"
"post_00715","2026-02-12","YouTube","Carousel","Synthetic social media update","#technology #community","5692","8377","517","57","76","10516","17","6","neutral","23"
"post_00716","2025-04-23","X/Twitter","Live","Synthetic social media update","#technology #learning","20025","47255","1182","203","114","11356","42","14","positive","6"
"post_00717","2025-11-09","X/Twitter","Video","Synthetic social media update","#marketing #growth","10490","27057","674","113","51","13756","24","8","positive","23"
"post_00718","2026-03-22","Facebook","Short","Synthetic social media update","#news #growth","29408","64849","2649","404","142","10972","92","31","negative","12"
"post_00719","2026-01-10","LinkedIn","Short","Synthetic social media update","#growth #community","29482","53052","3228","359","431","10120","108","36","negative","9"
"post_00720","2026-02-19","LinkedIn","Video","Synthetic social media update","#growth #community","10457","13620","426","19","13","10600","13","4","negative","17"
"post_00721","2026-03-15","Instagram","Live","Synthetic social media update","#analytics #business","1027","1484","98","16","5","10888","3","1","positive","21"
"post_00722","2025-10-27","X/Twitter","Short","Synthetic social media update","#growth #learning","13429","21997","1263","235","83","13600","45","15","positive","8"
"post_00723","2026-03-24","Instagram","Live","Synthetic social media update","#business #technology","2927","5382","90","6","14","10996","3","1","neutral","20"
"post_00724","2025-11-23","X/Twitter","Image","Synthetic social media update","#business #news","17528","44520","1551","303","174","13924","56","19","negative","3"
"post_00725","2025-04-05","YouTube","Text","Synthetic social media update","#analytics #marketing","22765","42427","1171","80","185","11140","38","13","neutral","12"
"post_00726","2025-04-11","X/Twitter","Text","Synthetic social media update","#learning #community","22739","32081","2436","163","180","11212","78","26","negative","23"
"post_00727","2025-11-03","LinkedIn","Text","Synthetic social media update","#learning #community","6453","14287","693","87","94","13684","23","8","positive","16"
"post_00728","2026-01-12","YouTube","Carousel","Synthetic social media update","#news #growth","4620","10880","397","40","33","10144","13","4","positive","19"
"post_00729","2026-01-13","Instagram","Reel","Synthetic social media update","#analytics #news","19089","29183","2032","404","159","10156","73","24","negative","14"
"post_00730","2025-09-14","X/Twitter","Reel","Synthetic social media update","#learning #community","15172","25323","897","120","61","13084","31","10","negative","18"
"post_00731","2025-12-01","YouTube","Video","Synthetic social media update","#growth #learning","21243","43778","2231","248","226","14020","74","25","negative","1"
"post_00732","2025-09-24","X/Twitter","Reel","Synthetic social media update","#technology #analytics","5744","12572","408","41","53","13204","13","4","neutral","5"
"post_00733","2026-03-19","Instagram","Text","Synthetic social media update","#business #learning","4904","10430","223","38","17","10936","8","3","positive","18"
"post_00734","2025-02-22","Instagram","Image","Synthetic social media update","#learning #analytics","2815","4294","188","35","23","10636","7","2","positive","16"
"post_00735","2025-08-20","Facebook","Short","Synthetic social media update","#business #learning","1605","3724","150","9","7","12784","5","2","positive","23"
"post_00736","2026-03-26","LinkedIn","Text","Synthetic social media update","#learning #marketing","24502","51411","1858","310","90","11020","65","22","positive","12"
"post_00737","2025-03-03","Instagram","Live","Synthetic social media update","#marketing #news","28163","45221","1968","299","180","10744","68","23","negative","16"
"post_00738","2025-10-06","X/Twitter","Reel","Synthetic social media update","#community #business","21953","29336","1584","167","128","13348","53","18","positive","8"
"post_00739","2025-02-03","X/Twitter","Reel","Synthetic social media update","#community #learning","23430","35691","1272","153","197","10408","43","14","negative","11"
"post_00740","2025-11-01","X/Twitter","Image","Synthetic social media update","#analytics #learning","16966","26217","1073","139","158","13660","36","12","negative","12"
"post_00741","2025-02-13","X/Twitter","Short","Synthetic social media update","#technology #learning","11548","20004","624","52","65","10528","20","7","positive","6"
"post_00742","2025-03-17","Facebook","Image","Synthetic social media update","#technology #growth","13476","17698","900","114","50","10912","30","10","positive","15"
"post_00743","2026-03-30","X/Twitter","Video","Synthetic social media update","#business #growth","1952","3627","192","27","26","11068","7","2","negative","7"
"post_00744","2026-03-16","Facebook","Video","Synthetic social media update","#community #marketing","8021","13240","514","89","46","10900","18","6","neutral","11"
"post_00745","2025-01-15","LinkedIn","Text","Synthetic social media update","#community #growth","10394","16809","535","82","68","10180","19","6","negative","2"
"post_00746","2026-02-01","YouTube","Short","Synthetic social media update","#learning #community","16240","20978","953","100","33","10384","32","11","neutral","12"
"post_00747","2025-10-29","Facebook","Image","Synthetic social media update","#community #news","10174","13084","842","68","77","13624","27","9","positive","0"
"post_00748","2025-10-11","Instagram","Live","Synthetic social media update","#learning #news","18404","34357","642","42","44","13408","21","7","neutral","18"
"post_00749","2025-03-07","LinkedIn","Reel","Synthetic social media update","#learning #technology","13610","17271","1069","160","106","10792","37","12","neutral","21"
"post_00750","2025-01-10","X/Twitter","Carousel","Synthetic social media update","#learning #analytics","24501","51056","1859","324","179","10120","65","22","negative","15"
"post_00751","2025-01-06","YouTube","Text","Synthetic social media update","#marketing #learning","14559","17748","1348","158","78","10072","45","15","positive","11"
"post_00752","2025-04-03","Instagram","Reel","Synthetic social media update","#learning #marketing","11538","24154","1057","202","130","11116","38","13","positive","17"
"post_00753","2026-03-19","X/Twitter","Carousel","Synthetic social media update","#learning #growth","29536","68416","2832","432","109","10936","98","33","positive","0"
"post_00754","2025-04-11","X/Twitter","Text","Synthetic social media update","#growth #business","22820","56515","2335","171","137","11212","75","25","negative","15"
"post_00755","2025-02-26","Facebook","Reel","Synthetic social media update","#learning #analytics","20715","37925","2126","166","88","10684","69","23","neutral","0"
"post_00756","2025-10-13","Instagram","Live","Synthetic social media update","#marketing #learning","21090","34460","1119","191","107","13432","39","13","negative","15"
"post_00757","2025-02-06","Facebook","Carousel","Synthetic social media update","#marketing #news","8092","15922","605","68","77","10444","20","7","negative","11"
"post_00758","2025-09-13","X/Twitter","Short","Synthetic social media update","#community #analytics","17971","34092","1254","92","174","13072","40","13","negative","1"
"post_00759","2025-09-24","X/Twitter","Text","Synthetic social media update","#analytics #learning","12587","17193","473","77","60","13204","16","6","negative","11"
"post_00760","2025-02-08","X/Twitter","Live","Synthetic social media update","#growth #technology","17604","29506","1523","76","151","10468","48","16","positive","2"
"post_00761","2025-07-28","Facebook","Reel","Synthetic social media update","#business #learning","14839","24794","1515","138","220","12508","50","17","negative","4"
"post_00762","2025-02-07","LinkedIn","Image","Synthetic social media update","#technology #learning","2692","5443","181","31","21","10456","6","2","positive","3"
"post_00763","2025-12-24","X/Twitter","Text","Synthetic social media update","#community #marketing","11836","21048","1170","200","117","14296","41","14","positive","21"
"post_00764","2025-07-18","X/Twitter","Reel","Synthetic social media update","#community #analytics","18942","30166","717","38","80","12388","23","8","neutral","11"
"post_00765","2025-12-19","LinkedIn","Carousel","Synthetic social media update","#technology #analytics","12090","18053","463","70","55","14236","16","5","negative","2"
"post_00766","2026-02-15","Facebook","Live","Synthetic social media update","#analytics #business","10676","22044","960","170","86","10552","34","11","positive","14"
"post_00767","2025-02-08","X/Twitter","Reel","Synthetic social media update","#community #business","22987","47371","1437","169","161","10468","48","16","neutral","23"
"post_00768","2025-06-26","Instagram","Carousel","Synthetic social media update","#growth #analytics","11890","25947","1213","108","148","12124","40","13","positive","6"
"post_00769","2025-03-18","Instagram","Carousel","Synthetic social media update","#analytics #technology","29324","36986","960","151","67","10924","33","11","positive","20"
"post_00770","2025-04-21","X/Twitter","Image","Synthetic social media update","#learning #growth","12994","18594","1418","151","217","11332","47","16","neutral","23"
"post_00771","2025-10-09","Instagram","Image","Synthetic social media update","#technology #growth","21926","51328","1920","85","271","13384","60","20","positive","10"
"post_00772","2025-07-22","Instagram","Short","Synthetic social media update","#analytics #business","14013","26249","1479","168","77","12436","49","16","neutral","17"
"post_00773","2025-11-04","Instagram","Text","Synthetic social media update","#growth #news","21839","46850","1990","136","244","13696","64","21","negative","9"
"post_00774","2025-08-10","YouTube","Reel","Synthetic social media update","#community #marketing","19888","40100","764","40","31","12664","24","8","negative","6"
"post_00775","2025-01-04","LinkedIn","Reel","Synthetic social media update","#marketing #technology","13346","20038","501","90","58","10048","18","6","neutral","11"
"post_00776","2025-08-30","YouTube","Reel","Synthetic social media update","#learning #news","9704","18851","633","73","45","12904","21","7","neutral","22"
"post_00777","2025-09-04","YouTube","Video","Synthetic social media update","#news #analytics","28447","61871","1051","144","35","12964","36","12","neutral","8"
"post_00778","2026-01-29","YouTube","Text","Synthetic social media update","#growth #analytics","21780","35866","2047","307","321","10348","71","24","positive","14"
"post_00779","2026-02-11","Facebook","Reel","Synthetic social media update","#business #marketing","25785","46311","1273","232","55","10504","45","15","positive","5"
"post_00780","2025-10-14","X/Twitter","Reel","Synthetic social media update","#news #learning","21733","46281","1858","281","71","13444","64","21","neutral","8"
"post_00781","2025-08-11","LinkedIn","Live","Synthetic social media update","#technology #community","18513","40987","780","114","48","12676","27","9","negative","12"
"post_00782","2025-12-09","Facebook","Live","Synthetic social media update","#analytics #growth","2852","5715","90","15","14","14116","3","1","negative","16"
"post_00783","2025-03-30","Facebook","Text","Synthetic social media update","#marketing #growth","21679","41463","828","143","128","11068","29","10","neutral","0"
"post_00784","2025-02-17","X/Twitter","Carousel","Synthetic social media update","#news #marketing","4895","10000","167","22","19","10576","6","2","negative","16"
"post_00785","2025-09-22","X/Twitter","Carousel","Synthetic social media update","#growth #learning","14296","28394","580","94","66","13180","20","7","negative","16"
"post_00786","2026-02-03","X/Twitter","Reel","Synthetic social media update","#growth #community","5165","7347","563","44","52","10408","18","6","negative","12"
"post_00787","2025-05-26","X/Twitter","Short","Synthetic social media update","#learning #analytics","12494","28491","503","35","16","11752","16","5","negative","0"
"post_00788","2025-07-29","Instagram","Carousel","Synthetic social media update","#marketing #technology","4544","5622","335","20","39","12520","11","4","negative","13"
"post_00789","2025-06-03","Instagram","Carousel","Synthetic social media update","#growth #marketing","5239","12422","317","20","24","11848","10","3","negative","3"
"post_00790","2026-01-03","Instagram","Reel","Synthetic social media update","#growth #business","12145","23568","1222","228","144","10036","44","14","positive","7"
"post_00791","2026-03-07","X/Twitter","Live","Synthetic social media update","#community #learning","7786","18469","661","63","73","10792","22","7","neutral","14"
"post_00792","2026-01-29","Facebook","Reel","Synthetic social media update","#analytics #learning","5751","11370","231","20","35","10348","8","3","neutral","0"
"post_00793","2026-03-28","LinkedIn","Video","Synthetic social media update","#news #learning","6948","13071","417","65","27","11044","14","5","neutral","5"
"post_00794","2025-10-14","Facebook","Video","Synthetic social media update","#community #growth","19394","39044","1496","137","210","13444","49","16","negative","11"
"post_00795","2025-01-16","Facebook","Reel","Synthetic social media update","#learning #technology","9124","22917","450","64","65","10192","15","5","positive","6"
"post_00796","2025-09-22","LinkedIn","Image","Synthetic social media update","#community #technology","10821","18182","424","55","26","13180","14","5","neutral","20"
"post_00797","2026-03-14","Instagram","Image","Synthetic social media update","#news #marketing","29060","73259","1847","198","236","10876","61","20","neutral","13"
"post_00798","2026-01-02","Facebook","Carousel","Synthetic social media update","#business #marketing","29446","49593","1997","181","304","10024","65","22","positive","23"
"post_00799","2025-12-02","LinkedIn","Carousel","Synthetic social media update","#technology #learning","20098","34177","1619","149","182","14032","53","18","positive","12"
"post_00800","2025-01-11","Instagram","Reel","Synthetic social media update","#community #news","15503","24491","1649","168","246","10132","55","18","negative","20"
"post_00801","2026-01-10","LinkedIn","Live","Synthetic social media update","#growth #marketing","14065","27395","568","83","19","10120","20","7","neutral","20"
"post_00802","2025-12-30","X/Twitter","Live","Synthetic social media update","#community #technology","4542","11421","181","29","27","14368","6","2","neutral","8"
"post_00803","2025-02-13","X/Twitter","Carousel","Synthetic social media update","#learning #business","17020","34584","1502","287","165","10528","54","18","neutral","0"
"post_00804","2025-02-08","YouTube","Text","Synthetic social media update","#marketing #growth","5093","11669","500","91","78","10468","18","6","neutral","12"
"post_00805","2026-03-19","YouTube","Image","Synthetic social media update","#business #marketing","21895","44639","1352","93","63","10936","43","14","neutral","9"
"post_00806","2025-04-07","Facebook","Live","Synthetic social media update","#technology #learning","23174","54088","759","90","74","11164","25","8","negative","17"
"post_00807","2025-03-26","Instagram","Reel","Synthetic social media update","#analytics #growth","23640","36264","1469","283","123","11020","53","18","neutral","6"
"post_00808","2025-04-17","X/Twitter","Image","Synthetic social media update","#technology #business","11550","25235","1085","163","160","11284","37","12","neutral","3"
"post_00809","2025-09-07","LinkedIn","Image","Synthetic social media update","#learning #growth","24625","54396","1917","205","241","13000","64","21","positive","2"
"post_00810","2025-06-15","YouTube","Video","Synthetic social media update","#community #marketing","10940","24019","1140","203","122","11992","40","13","positive","7"
"post_00811","2025-07-21","X/Twitter","Live","Synthetic social media update","#business #community","5132","10268","334","33","35","12424","11","4","positive","23"
"post_00812","2025-06-06","Facebook","Short","Synthetic social media update","#learning #marketing","6039","13110","360","16","21","11884","11","4","neutral","4"
"post_00813","2026-03-25","YouTube","Text","Synthetic social media update","#community #analytics","27281","35318","2702","372","104","11008","92","31","positive","10"
"post_00814","2026-03-03","Instagram","Video","Synthetic social media update","#growth #business","21694","28341","2006","378","239","10744","72","24","neutral","9"
"post_00815","2025-04-16","LinkedIn","Video","Synthetic social media update","#news #community","23129","56362","2131","274","205","11272","72","24","negative","23"
"post_00816","2026-02-14","X/Twitter","Live","Synthetic social media update","#learning #news","10679","19146","510","27","66","10540","16","5","neutral","6"
"post_00817","2026-01-13","YouTube","Reel","Synthetic social media update","#learning #growth","1803","4538","89","9","8","10156","3","1","positive","9"
"post_00818","2025-07-20","YouTube","Image","Synthetic social media update","#business #news","28547","48985","1169","57","177","12412","37","12","positive","3"
"post_00819","2025-05-22","Instagram","Video","Synthetic social media update","#technology #learning","16559","21056","880","64","102","11704","28","9","positive","11"
"post_00820","2025-11-17","Instagram","Video","Synthetic social media update","#news #analytics","16806","37298","1757","168","59","13852","58","19","negative","12"
"post_00821","2025-06-23","Instagram","Reel","Synthetic social media update","#marketing #technology","16436","33035","1229","149","129","12088","41","14","neutral","4"
"post_00822","2025-03-17","Instagram","Carousel","Synthetic social media update","#marketing #news","29082","59285","2566","152","213","10912","82","27","positive","17"
"post_00823","2025-01-18","X/Twitter","Carousel","Synthetic social media update","#news #growth","20937","47795","1081","56","81","10216","34","11","neutral","0"
"post_00824","2025-12-26","Instagram","Video","Synthetic social media update","#news #learning","22682","45054","1028","129","123","14320","35","12","negative","23"
"post_00825","2025-12-22","X/Twitter","Image","Synthetic social media update","#business #technology","10448","24655","786","130","123","14272","27","9","negative","19"
"post_00826","2026-01-05","LinkedIn","Carousel","Synthetic social media update","#technology #business","14979","34817","1230","194","56","10060","43","14","negative","6"
"post_00827","2025-08-08","Instagram","Short","Synthetic social media update","#community #news","12764","25075","522","99","52","12640","19","6","neutral","18"
"post_00828","2025-03-29","Facebook","Short","Synthetic social media update","#technology #community","28757","39485","1807","259","178","11056","62","21","neutral","2"
"post_00829","2025-08-11","Instagram","Reel","Synthetic social media update","#analytics #marketing","6993","11979","687","94","40","12676","23","8","negative","2"
"post_00830","2025-07-26","Facebook","Live","Synthetic social media update","#marketing #growth","15306","27982","1212","208","119","12484","43","14","positive","4"
"post_00831","2025-10-16","YouTube","Carousel","Synthetic social media update","#news #analytics","19095","23790","1156","63","156","13468","37","12","positive","1"
